Show_id,Title,Director,Cast,Country,Date_added,Release_year,Rating,Duration,Listed_in,Description,Type,Tyoe
80134968,Katherine Ryan: In Trouble,Colin Dench,Katherine Ryan,United Kingdom,2017-02-14,2017,Tv-Ma,64 min,Stand-Up Comedy,"Stand-Up Comic Katherine Ryan Reminisces About Unusual Relationships, Life In The Hometown She Hates And The Time She Enraged An Entire Nation.",Movie,Movie
80134887,Me And The Alien,Jesús Magaña Vázquez,"Ines De Tavira, Juan Pablo Campa, Paco De La Fuente, Juan Ugarte, Carlos Aragón, Gloria Toba, Jessy Bulbo, Tato Alexander, Fabiola Guajardo, Arturo Carmona",Mexico,2017-02-14,2016,Tv-Ma,83 min,"Comedies, Dramas, International Movies","Hoping To Pump Up Their Sound, A Punk Band Hires Pepe, A Keyboardist With Down Syndrome, But Tensions Erupt When He Steals The Show With His Talent.",Movie,Movie
80013293,Clouds Of Sils Maria,Olivier Assayas,"Juliette Binoche, Kristen Stewart, Chloë Grace Moretz, Lars Eidinger, Johnny Flynn, Angela Winkler, Hanns Zischler, Brady Corbet","France, Germany, Switzerland",2017-02-12,2014,R,124 min,"Dramas, International Movies","A Middle-Aged Actress Is Cast In A Film Adaptation Of The Play That Made Her Famous 20 Years Earlier, But In A Much Less Glamorous Role.",Movie,Movie
80147513,Stronger Than The World,Afonso Poyart,"José Loreto, Cleo Pires, Milhem Cortaz, Jackson Antunes, Claudia Ohana, Rômulo Arantes Neto, Paloma Bernardi, Thaila Ayala, Rafinha Bastos, Felipe Titto",Brazil,2017-02-11,2016,Nr,123 min,"Action & Adventure, Dramas, International Movies","After A Tough Upbringing, Natural-Born Fighter José Aldo Confronts His Personal Demons In His Quest To Become An Mma Champion In This Sports Biopic.",Movie,Movie
80103818,David Brent: Life On The Road,Ricky Gervais,"Ricky Gervais, Doc Brown, Tom Basden, Jo Hartley, Tom Bennett, Andrew Brooke, Nina Sosanya, Andy Burrows, Kevin Bishop, Roisin Conaty, Diane Morgan, Ashley Mcguire, Alexander Arnold, Mandeep Dhillon","United Kingdom, United States",2017-02-10,2016,Tv-Ma,97 min,"Comedies, International Movies","With ""The Office"" Long In The Past, Middling Salesman David Brent Ditches Work And Goes On Tour With His Rock Band In A Disastrous Stab At Stardom.",Movie,Movie
80174429,Metallica: Some Kind Of Monster,"Joe Berlinger, Bruce Sinofsky","James Hetfield, Lars Ulrich, Kirk Hammett, Robert Trujillo",United States,2017-02-10,2014,Tv-Ma,1 Season,Tv Shows,"This Collection Includes The Acclaimed Rock Documentary About Metallica, Plus A Film Checking In With The Still-Thriving Group 10 Years Later.",TV Show,Tv Show
80119555,Blinky Bill: The Movie,Deane Taylor,"Ryan Kwanten, Rufus Sewell, Toni Collette, Robin Mcleavy, David Wenham, Barry Humphries, Richard Roxburgh, Deborah Mailman, Barry Otto","Australia, United States",2017-02-08,2015,Pg,91 min,Children & Family Movies,Happy Koala Blinky Bill And Some Spunky Pals Travel The Outback Following Clues To Help Him Find His Long-Lost Father And Finally Bring Him Home.,Movie,Movie
80158270,Happy Times,Luis Javier M. Henaine,"Luis Arrieta, Cassandra Ciangherotti, Humberto Busto, Iván Arana, Bárbara De Regil, Miguel Rodarte",Mexico,2017-02-08,2014,Nr,79 min,"Comedies, International Movies, Romantic Movies","Desperate To Break Up With His Clingy Girlfriend, A Nerdy Cartoonist Hires A Mysterious Agency To Do The Deed. But The Agency Has Unusual Methods.",Movie,Movie
70302836,Jack And The Cuckoo-Clock Heart,"Mathias Malzieu, Stéphane Berla","Orlando Seale, Samantha Barks, Harry Sadeghi, Stephane Cornicard, Jessie Buckley, Sophia Ellis, Barbara Scaff, Michelle Fairley, Richard Ridings, Howard Samuels","France, Belgium",2017-02-08,2013,Pg,93 min,"Children & Family Movies, Music & Musicals","Equipped With A Mechanical Heart And Determined To Stay Out Of Death'S Shadow, Young Jack Understands That Love Could Prove Fatal.",Movie,Movie
80151370,"Michael Bolton'S Big, Sexy Valentine'S Day Special","Scott Aukerman, Akiva Schaffer","Michael Bolton, Andy Samberg, Will Forte, Kenny G, Maya Rudolph, Adam Scott, Janeane Garofalo, Brooke Shields, Sinbad, Michael Sheen, Tim Robinson, Bob Saget, Mary Holland, Andy Richter, Colton Dunn, David Theune, Randall Park, Sarah Silverman, Mary Sohn, Fred Armisen, Matthew Kimbrough, Maya Erskine, Louie Anderson, Claudia O'Doherty, Kate Berlant, Baron Vaughn, Zachary Oyama, Casey Wilson, Sarah Shahi, Jimmy Graham, Luka Jones, Akiva Schaffer, Eric André, Scott Aukerman, Nicole Byer, Dave Ferguson, Tim Kalpakis, Mike Hanford, Mircea Monroe, Chris Parnell, Sal Stowers",United States,2017-02-07,2017,Tv-Ma,54 min,"Comedies, Music & Musicals, Romantic Movies","After Santa Tells Him He Needs 75,000 New Babies By Christmas To Meet Toy Supply, Michael Bolton Hosts A Telethon To Inspire The World To Make Love.",Movie,Movie
80038446,The Lovers,Roland Joffé,"Josh Hartnett, Bipasha Basu, Tamsin Egerton, James Mackay, Alice Englert, Simone Kessell, Abhay Deol, Aegina De Vas, Andrea Deck","Belgium, India, Australia",2017-02-05,2015,R,109 min,"Action & Adventure, Dramas, Independent Movies","A Magical Ring Holds The Key To Life, Death And Love For A Marine Archaeologist Who Seems To Live Two Lives In Different Centuries And Countries.",Movie,Movie
80157760,The Charnel House,Craig Moss,"Callum Blue, Nadine Velazquez, Makenzie Moss, Erik Laray Harvey, Danielle Lauder, Andy Favreau, Kate Linder, Neil Thackaberry, Alden Tab",United States,2017-02-04,2016,R,93 min,"Horror Movies, Thrillers","After An Architect Transforms A Slaughterhouse Into Trendy Lofts, Its New Inhabitants Discover That The Structure Is Haunted By Its Evil Past.",Movie,Movie
80124726,Daniel Sosa: Sosafado,"Raúl Campos, Jan Suter",Daniel Sosa,Mexico,2017-02-03,2017,Tv-Ma,78 min,Stand-Up Comedy,"Comedian Daniel Sosa Inhabits Various Characters, Including A Tupperware Dealer, A Thirsty Priest And A Trojan Horse Soldier In This Stand-Up Special.",Movie,Movie
70301279,Imperial Dreams,Malik Vitthal,"John Boyega, Rotimi, Glenn Plummer, De'Aundre Bonds, Keke Palmer, Nora Zehetner, Todd Louiso",United States,2017-02-03,2014,Tv-Ma,86 min,Dramas,"A Young Father Returns Home From Jail Eager To Care For His Son And Become A Writer, But Crime, Poverty And A Flawed System Threaten His Plans.",Movie,Movie
80098490,Trash Fire,Richard Bates Jr.,"Adrian Grenier, Angela Trimbur, Annalynne Mccord, Fionnula Flanagan, Matthew Gray Gubler, Ray Santiago, Sally Kirkland, Ezra Buzzington",United States,2017-02-02,2016,R,94 min,"Comedies, Dramas, Independent Movies",Surprise News That His Girlfriend Is Pregnant Sends Loutish Owen On An Ill-Advised Trip To Reconnect With His Twisted Sister And Sadistic Grandmother.,Movie,Movie
80005332,Camelia La Texana,Carlos Bolado,"Sara Maldonado, Erik Hayser, Andrés Palacios, Dagoberto Gama, Luis Ernesto Franco, Arcelia Ramírez, Eréndira Ibarra","Mexico, United States",2017-02-01,2014,Tv-14,1 Season,"Crime Tv Shows, Romantic Tv Shows, Spanish-Language Tv Shows","Inspired By The Famous Song ""Contrabando Y Traición,"" Camelia, A Beautiful Girl From San Antonio, Kills Her Lover And Becomes A Legendary Drug Runner.",TV Show,Tv Show
80060060,Chauthi Koot,Gurvinder Singh,"Suvinder Vikky, Rajbir Kaur, Gurpreet Kaur Bhangu, Taranjit Singh, Harleen Kaur, Kanwaljeet Singh, Harnek Aulakh, Tejpal Singh, Gulshan Saggi","India, France",2017-02-01,2015,Tv-14,116 min,"Dramas, Independent Movies, International Movies",Related Tales Of A Family Seeking Refuge And Two Men On A Train To Amritsar Evoke The Dreadful Unease Surrounding Hindu-Sikh Tensions In 1980S Punjab.,Movie,Movie
80091866,Dilwale,Rohit Shetty,"Shah Rukh Khan, Kajol, Kriti Sanon, Kabir Bedi, Varun Dhawan, Boman Irani, Johnny Lever, Varun Sharma, Sanjay Mishra, Vinod Khanna, Mukesh Tiwari, Pankaj Tripathi, Shawar Ali",India,2017-02-01,2015,Tv-14,154 min,"Action & Adventure, Dramas, International Movies","A Young Couple Falls In Love, But Conflicting Loyalties Drive Them Apart. Years Later, Fate Intervenes And Hands Them A Second Chance.",Movie,Movie
80017528,Happy New Year,Farah Khan,"Shah Rukh Khan, Deepika Padukone, Abhishek Bachchan, Sonu Sood, Boman Irani, Vivaan Shah",India,2017-02-01,2014,Tv-14,179 min,"Action & Adventure, Comedies, Dramas",A Revenge-Seeking Diamond Thief Gathers A Ragtag Crew To Infiltrate A Dubai Hotel Hosting A Dance Contest. But First They Have To Learn How To Dance.,Movie,Movie
80095530,Haraamkhor,Shlok Sharma,"Nawazuddin Siddiqui, Shweta Tripathi, Harish Khanna, Irfan Khan, Trimala Adhikari, Mohd Samad",India,2017-02-01,2015,Nr,93 min,"Dramas, Independent Movies, International Movies","A Selfish, Manipulative Schoolteacher Takes Advantage Of A Schoolgirl'S Vulnerability To Gratify His Dark, Narcissistic Desires.",Movie,Movie
80093105,Heroes Wanted,Joaquín Mazón,"María León, Miki Esparbé, Jordi Sánchez, Andoni Agirregomezkorta, Juan Carlos Aduviri, Sílvia Abril, Carlos Areces, Joaquín Reyes",Spain,2017-02-01,2016,Tv-Ma,97 min,"Action & Adventure, Comedies, International Movies","When Its Special Ops Agency Is Wiped Out, Spain Hastily Assembles A New Team To Defuse A Terrorist Plot. But Who Are These Scrappy Would-Be Heroes?",Movie,Movie
80127604,Indiscretion,John Stewart Muller,"Mira Sorvino, Cary Elwes, Christopher Backus, Katherine Mcnamara, Lisa Gay Hamilton, Melora Walters, Buck Taylor, Shane Callahan",United States,2017-02-01,2016,Tv-Ma,99 min,"Dramas, Thrillers","After A Weekend Fling With Artist Victor, Veronica, A Psychiatrist And Politician'S Wife, Becomes The Target Of Victor'S Dangerous Romantic Obsession.",Movie,Movie
80156767,La Última Fiesta,"Leandro Mark, Nicolás Silbert","Nicolás Vázquez, Alan Sabbagh, Benjamín Amadeo, Eva De Dominici, César Bordón, Julian Kartun, Paula Carruega, Luciano Rossi, Ezequiel Campa",Argentina,2017-02-01,2016,Tv-Ma,104 min,"Comedies, International Movies",Three Best Buddies Are Thrown Into A Wild Chase For A Priceless Painting That Was Stolen From A House They Used To Throw A Huge Party.,Movie,Movie
80159668,Maroon,Pulkit,"Manav Kaul, Devyani Cm, Saurabh Sachdeva, Sarika Singh, Suneel Sinha, Sumeet Vyas",India,2017-02-01,2016,Tv-Ma,94 min,"Dramas, Independent Movies, International Movies","When His Wife Goes Missing, University Professor Saurabh Remains At Home While The Police Investigate, But His Grip On Reality Loosens As Days Pass.",Movie,Movie
80152745,The Hurt Business,Vlad Yudin,Kevin Costner,United States,2017-02-01,2016,Pg-13,111 min,"Documentaries, Sports Movies","Featuring Legendary And Up-And-Coming Mma Fighters, This Documentary Details The History Of The Brutal Sport And The Fighters' Struggles And Triumphs.",Movie,Movie
80167843,The Reconquest,Jonás Trueba,"Francesco Carril, Itsaso Arana, Candela Recio, Pablo Hoyos, Aura Garrido",Spain,2017-02-01,2016,Nr,108 min,"Dramas, International Movies, Romantic Movies","Years After They Were Childhood Sweethearts, Manuela And Olmo Share A Night In Madrid, Where They Discuss Their Past And The Possibility Of A Future.",Movie,Movie
70306702,Zapped,Peter Deluise,"Zendaya, Chanelle Peloso, Spencer Boldman, Emilia Mccarthy, Adam Dimarco, William Ainscough, Aleks Paunovic, Lucia Walters","Canada, United States",2017-02-01,2014,Tv-G,92 min,"Children & Family Movies, Comedies",A Girl Discovers A Dog-Training App That Can Get Boys To Obey Her Every Command. But She Soon Learns That It Isn'T The Cure-All She Had Hoped For.,Movie,Movie
80133549,Bill Burr: Walk Your Way Out,Jay Karas,Bill Burr,United States,2017-01-31,2017,Tv-Ma,78 min,Stand-Up Comedy,"No-Nonsense Comic Bill Burr Takes The Stage In Nashville And Riffs On Fast Food, Overpopulation, Dictators And Gorilla Sign Language.",Movie,Movie
80081958,Semana Santa,Alejandra Márquez Abella,"Tenoch Huerta, Anajosé Aldrete, Esteban Ávila, David Thornton, Jimena Cuarón, Lakshmi Picazo",Mexico,2017-01-31,2015,Nr,87 min,"Dramas, International Movies","A Single Mother, Her Boyfriend And Her 8-Year-Old Son Take A Weeklong Resort Vacation, During Which Secrets And Relationship Strains Take Their Toll.",Movie,Movie
80117940,Journey To Greenland,Sébastien Betbeder,"Thomas Blanchard, Thomas Scimeca, François Chattot, Ole Eliassen, Adam Eskilden",France,2017-01-29,2016,Tv-14,99 min,"Comedies, International Movies","When They Flee Paris For A Remote Village In Greenland, Two Part-Time Actors Become Immersed In The Archaic Inuit Culture And Forge Unexpected Bonds.",Movie,Movie
80099016,Iboy,Adam Randall,"Bill Milner, Maisie Williams, Rory Kinnear, Miranda Richardson, Jordan Bolger, Charley Palmer Rothwell, Aymen Hamdouchi",United Kingdom,2017-01-27,2017,Tv-Ma,91 min,"International Movies, Sci-Fi & Fantasy, Thrillers","When Shards Of A Cell Phone Get Lodged In A Teenager'S Brain, He Discovers He Can Control Electronic Devices And Uses His Newfound Power For Revenge.",Movie,Movie
80148920,O Silêncio Do Céu,Marco Dutra,"Leonardo Sbaraglia, Carolina Dieckmann, Chino Darín, Alvaro Armand Ugon, Mirella Pascual, Roberto Suárez, Paula Cohen, Dylan Cortes, Priscila Bellora, Gabriela Freire, María Mendive",Brazil,2017-01-25,2016,Tv-Ma,102 min,"Dramas, International Movies","After Being Raped In Her Home, A Married Woman Chooses Not To Tell Her Husband, Unaware That He Has His Own Troubled Secret And A Plan For Revenge.",Movie,Movie
80117453,Cristela Alonzo: Lower Classy,Marcus Raboy,Cristela Alonzo,United States,2017-01-24,2017,Tv-Ma,67 min,Stand-Up Comedy,"The Irrepressible Alonzo Skewers Latino Stereotypes, Pricey Luxuries And Her Mother'S Tough-Love Parenting In A Night Of Sly And Infectious Comedy.",Movie,Movie
80124680,Gad Gone Wild,Mario Rouleau,Gad Elmaleh,France,2017-01-23,2017,Tv-Ma,57 min,Stand-Up Comedy,French Comic Gad Elmaleh Regales A Montreal Crowd With Tales Of Awkward Mix-Ups And Baffling Customs He'S Encountered Since Moving To The U.S.,Movie,Movie
80149575,Caida Del Cielo,Néstor Sánchez Sotelo,"Muriel Santa Ana, Peto Menahem, Héctor Díaz, Sebastián Wainraich, Karina K., Hernán Jiménez, Fabián Forte, Verónica Intile",Argentina,2017-01-20,2016,Nr,78 min,"Comedies, International Movies, Romantic Movies","When Julia Literally Falls Into Alejandro'S Backyard From Her Apartment Above, It'S Just The Jolt That'S Needed To Nudge These Two Loners Together.",Movie,Movie
80144448,Pink,Aniruddha Roy Chowdhury,"Tapsee Pannu, Kirti Kulhari, Andrea Tariang, Amitabh Bachchan, Piyush Mishra, Angad Bedi, Vijay Varma, Raashul Tandon, Tushar Pandey, Dhritiman Chatterjee, Mamata Shankar",India,2017-01-20,2016,Nr,130 min,"Dramas, International Movies","A Sexual Assault Victim, Unjustly Tried For The Attempted Murder Of Her Attacker, Is Defended By A Retired Lawyer Who Challenges India'S Rape Culture.",Movie,Movie
80100936,Take The 10,Chester Tam,"Josh Peck, Tony Revolori, Kevin Corrigan, Chester Tam, Andy Samberg, Stella Maeve, Jordan Rock, Carlos Alazraqui, Fred Armisen",United States,2017-01-20,2017,Tv-Ma,80 min,Comedies,Two Buddies Working Dead-End Cashier Jobs Endure A Mind-Blowing Series Of Events On Their Quest To Get To The Hip-Hop Show Of Their Lives.,Movie,Movie
80119375,Good Kids,Chris Mccoy,"Nicholas Braun, Zoey Deutch, Mateo Arias, Israel Broussard, Dayo Okeniyi, Julia Garner, Kevin Chapman, Ashley Judd",United States,2017-01-19,2016,R,90 min,"Comedies, Independent Movies",Four Overachieving Friends Spend The Summer After Finishing High School Doing Everything Possible To Enjoy The Party Life And Ruin Their Reputations.,Movie,Movie
80133139,Enlighten Us,Jenny Carchman,James Arthur Ray,United States,2017-01-18,2016,Tv-14,93 min,Documentaries,This Documentary Digs Deep To Recount The Saga Of The Superstar Self-Help Guru Convicted Of Negligent Homicide In The Deaths Of Three Followers.,Movie,Movie
80117452,Neal Brennan: 3 Mics,Neal Brennan,Neal Brennan,United States,2017-01-17,2017,Tv-Ma,66 min,Stand-Up Comedy,"Wicked One-Liners And Soul-Baring Confessions Converge In This Uniquely Intimate Stand-Up Special From ""Chappelle'S Show"" Co-Creator Neal Brennan.",Movie,Movie
80152003,Roger Corman'S Death Race 2050,G.J. Echternkamp,"Manu Bennett, Malcolm Mcdowell, Marci Miller, Burt Grinstead, Folake Olowofoyeku, Ramsey Moore, Yancy Butler, Charlie Farrell, Shanna Olson",United States,2017-01-17,2017,R,93 min,"Action & Adventure, Sci-Fi & Fantasy","In This Dystopian Sequel, Kills Equal Points In A Violently Gory Annual Cross-Country Road Race Sponsored By The United Corporations Of America.",Movie,Movie
70098902,Flash Of Genius,Marc Abraham,"Greg Kinnear, Lauren Graham, Dermot Mulroney, Alan Alda, Bill Smitrovich, Mitch Pileggi, Daniel Roebuck, Tim Kelleher, Aaron Abrams, Chuck Shamata, Andrew Gillies","Canada, United States",2017-01-16,2008,Pg-13,119 min,Dramas,A College Professor Goes Up Against The Giants Of The Auto Industry When They Fail To Give Him Credit For Inventing Intermittent Windshield Wipers.,Movie,Movie
80118718,The Rezort,Steve Barker,"Dougray Scott, Jessica De Gouw, Martin Mccann, Jassa Ahluwalia, Elen Rhys, Claire Goose","United Kingdom, Spain, Belgium",2017-01-16,2016,Tv-Ma,90 min,"Horror Movies, International Movies","After A Global Zombie War, The Living Dead Are Confined To A Luxury Island Resort And Hunted By Tourists On Safari – Until The Security System Fails.",Movie,Movie
70114977,Berlin Calling,Hannes Stöhr,"Paul Kalkbrenner, Rita Lengyel, Corinna Harfouch, Araba Walton, Peter Schneider, Rolf Peter Kahl, Henriette Müller, Udo Kroschwald, Megan Gay, Max Mauff",Germany,2017-01-15,2008,Nr,105 min,"Dramas, International Movies, Music & Musicals","Dj Ickarus Is At The Top Of His Game, Dazzling Fans And Touring The World – Until He Gets Locked In The Loony Bin After Taking A Few Too Many Drugs.",Movie,Movie
80105342,Harry And Snowman,Ron Davis,Harry Deleyer,United States,2017-01-15,2015,Tv-Pg,83 min,"Documentaries, Sports Movies","With Only A Strong Will And A Cheap Horse, A Former Agent Of The Dutch Underground In World War Ii Sets Out To Become A Champion Show Jumper.",Movie,Movie
70285683,Max Rose,Daniel Noah,"Jerry Lewis, Kerry Bishé, Illeana Douglas, Rance Howard, Kevin Pollak, Mort Sahl, Dean Stockwell, Lee Weaver, Claire Bloom",United States,2017-01-15,2013,Tv-14,84 min,"Dramas, Independent Movies",An Aging Jazz Musician Learns After His Wife'S Death That She May Have Been Unfaithful To Him Decades Before.,Movie,Movie
80141338,Sarajevo,Andreas Prochaska,"Florian Teichtmeister, Heino Ferch, Melika Foroutan, Juergen Maurer, Edin Hasanovic, Eugen Knecht, Mateusz Dopieralski, Dominik Warta, Simon Hatzl, Erwin Steinhauer, Friedrich Von Thun, Juraj Kukura","Austria, Czech Republic",2017-01-15,2014,Nr,98 min,"Dramas, International Movies","Tasked With Unraveling The Assassination Of Archduke Franz Ferdinand, An Honorable Magistrate Finds Himself Targeted By The Shadowy Perpetrators.",Movie,Movie
80015154,Stereo,Maximilian Erlenwein,"Jürgen Vogel, Moritz Bleibtreu, Petra Schmidt-Schaller, Georg Friedrich, Rainer Bock, Mark Zak, Helena Schönfelder, Fabian Hinrichs",Germany,2017-01-15,2014,Tv-Ma,91 min,"International Movies, Thrillers","Erik'S Peaceful Rural Family Life Is Shaken By The Arrival Of Sinister Figures Who Claim To Know Him And A Mysterious ""Friend"" Who May Not Even Exist.",Movie,Movie
80106440,Teenage Cocktail,John Carchietta,"Nichole Bloom, Fabianne Therese, Michelle Borth, Pat Healy, Aj Bowen, Joshua Leonard",United States,2017-01-15,2016,Tv-Ma,89 min,"Dramas, Independent Movies, Lgbtq Movies","Two Teen Girls Form An Intense Bond And Launch A Lucrative Webcam Business, Leading Them To A Dangerous Encounter With A Middle-Aged Married Man.",Movie,Movie
80128690,The Similars,Isaac Ezban,"Gustavo Sánchez Parra, Cassandra Ciangherotti, Fernando Becerril, Humberto Busto, Carmen Beato, Santiago Torres, María Elena Olivares, Catalina Salas, Luis Alberti, Alberto Estrella, Pablo Guisa Koestinger",Mexico,2017-01-15,2015,Nr,90 min,"Horror Movies, Independent Movies, International Movies","Stranded In A Transit Station One Stormy Night In 1968, Eight Strangers Begin To Fall Victim To Seizures, Only To Wake Up Disturbingly Altered.",Movie,Movie
80141337,We Are Young. We Are Strong.,Burhan Qurbani,"Jonas Nay, Trang Le Hong, Devid Striesow, Joel Basman, Saskia Rosendahl, Paul Gäbler, David Schütter, Jakob Bieber, Swantje Kohlhof, Mai Duong Kieu",Germany,2017-01-15,2014,Nr,123 min,"Dramas, International Movies","In 1992, Three Radically Different Residents Of Rostock, Germany, Become Entangled In A Violent Xenophobic Riot That Rocks The Beleaguered City.",Movie,Movie
70298946,Camp X-Ray,Peter Sattler,"Kristen Stewart, Peyman Moaadi, John Carroll Lynch, Lane Garrison, Joseph Julian Soria, Ser'Darius Blain, Cory Michael Smith, Julia Duffy",United States,2017-01-14,2014,R,117 min,"Dramas, Independent Movies","Fresh Army Recruit Amy Cole Is Assigned To Guantanamo Bay'S Camp X-Ray, Where She Forms A Surprising Bond With One Of The Prisoners In Her Charge.",Movie,Movie
80144144,Estar O No Estar,Marcelo González,"Flavio Medina, Aislinn Derbez, Patricia Reyes Spíndola, Tiaré Scanda, Angélica Aragón, Horacio Castelo, Gonzalo Garcia Vivanco, Rubén González Garza, Iliana De La Garza, Mary Paz Mata",Mexico,2017-01-14,2016,Tv-14,100 min,"Dramas, International Movies, Romantic Movies","An Ill And Addled Man Recalls What Seems To Be A Brief But Powerful Past Romance With A Kindred Spirit, A Young Russian Woman Who Lived A Lonely Life.",Movie,Movie
80106504,Little Sister,Zach Clark,"Addison Timlin, Ally Sheedy, Keith Poulson, Peter Hedges, Barbara Crampton, Kristin Slaysman, Molly Plunk",United States,2017-01-14,2016,Nr,91 min,"Comedies, Dramas, Independent Movies","A Former Goth Studying To Become A Nun Finds Her Faith Tested When She Returns Home To Visit Her Brother, Who Has Been Disfigured In The Iraq War.",Movie,Movie
80141335,The River Thief,N.D. Wilson,"Joel Courtney, Tommy Cash, Paul Johansson, Bas Rutten, Raleigh Cain, David Shannon",United States,2017-01-14,2016,Nr,87 min,"Dramas, Independent Movies","A Heedless Teen Drifter Who Falls For A Small-Town Waitress Makes The Mistake Of Robbing A Drug Lord, Putting His Life And Newfound Love In Jeopardy.",Movie,Movie
80113667,Aquarius,Kleber Mendonça Filho,"Sonia Braga, Maeve Jinkings, Irandhir Santos, Humberto Carrão, Zoraide Coleto, Carla Ribas, Fernando Teixeira, Buda Lira","Brazil, France",2017-01-13,2016,Ur,146 min,"Dramas, International Movies","The Final Holdout In Her Historic Beachside Building In Brazil, A Retired Music Critic Refuses To Sell Her Apartment To Developers Bent On Demolition.",Movie,Movie
80096955,Clinical,Alistair Legrand,"Vinessa Shaw, Kevin Rahm, William Atherton, Aaron Stanford, Wilmer Calderon, Sydney Tamiia Poitier, India Eisley, Nestor Serrano",United States,2017-01-13,2017,Tv-Ma,104 min,"Horror Movies, Thrillers",A Psychiatrist Is Plagued By Flashbacks To A Terrifying Attack As She Treats A New Patient Who Was Horribly Disfigured In An Accident.,Movie,Movie
80098203,Little Men,Ira Sachs,"Greg Kinnear, Jennifer Ehle, Paulina García, Alfred Molina, Michael Barbieri, Theo Taplitz, Talia Balsam, Maliq Johnson, Anthony A. Flamminio, Madison Wright, John Procaccino","United States, Greece, Brazil",2017-01-12,2016,Pg,85 min,"Dramas, Independent Movies",Jake And Tony Become Friends When Jake'S Dad Inherits A Home Above Tony'S Mother'S Shop. Friendship Is Tested When Jake'S Dad Raises The Shop'S Rent.,Movie,Movie
80081960,Very Big Shot,Mir-Jean Bou Chaaya,"Alain Saadeh, Fouad Yammine, Tarek Yaacoub, Alexandra Kahwaji, Wissam Fares, Georges Hayeck, Fadi Abi Samra, Marcel Ghanem","Lebanon, Qatar",2017-01-12,2015,Tv-Ma,109 min,"Comedies, Dramas, International Movies","When Three Brothers Struggling To Go Straight Become Targets Of A Criminal Underworld, They Use The Making Of A Movie As A Front To Transport Drugs.",Movie,Movie
80117811,Jim Gaffigan: Cinco,Jeannie Gaffigan,Jim Gaffigan,United States,2017-01-10,2017,Tv-14,74 min,Stand-Up Comedy,America'S King Of Clean Comedy Delivers Wickedly Funny Jokes In His Fifth Hour-Long Special.,Movie,Movie
80079428,Miss Sharon Jones!,Barbara Kopple,Sharon Jones,United States,2017-01-07,2015,Tv-Ma,94 min,"Documentaries, Music & Musicals",This Uplifting Documentary Follows R&B Singer Sharon Jones'S Battle With Pancreatic Cancer While Keeping Her Band Intact For A Return To The Stage.,Movie,Movie
80096786,Under The Shadow,Babak Anvari,"Narges Rashidi, Avin Manshadi, Bobby Naderi, Ray Haratian, Arash Marandi, Hamidreza Djavdan, Soussan Farrokhnia, Bijan Daneshmand, Sajjad Delafrooz, Behi Djanati Atai","United Kingdom, Jordan, Qatar, Iran",2017-01-07,2016,Pg-13,84 min,"Horror Movies, International Movies, Thrillers","During The Iran-Iraq Conflict, A Tehran Woman Caring For Her Daughter While Her Husband Is At War Is Gradually Convinced Evil Spirits Are At Work.",Movie,Movie
80097725,Coin Heist,Emily Hagins,"Sasha Pieterse, Alexis G. Zall, Alex Saxon, Jay Walker, Mark Blum, Neal Huff, Michael Cyril Creighton, Blanche Baker, Connor Ratliff, Will Denton",United States,2017-01-06,2017,Tv-14,98 min,"Children & Family Movies, Dramas","When A Crisis Threatens To Destroy Their High School, Four Teens Hatch A Daring Plan To Raise $10 Million. Step One? Breaking Into The U.S. Mint.",Movie,Movie
70295415,Lego: Marvel Super Heroes: Maximum Overload,Greg Richardson,"Troy Baker, Drake Bell, Fred Tatasciore, Dee Bradley Baker, Steve Blum, Adrian Pasdar, Greg Cipes, Chi Mcbride, Barry Dennen, Robin Atkin Downes",United States,2017-01-06,2013,Tv-Y7-Fv,22 min,Children & Family Movies,Villainous Loki Is Amassing An Army To Conquer Earth! His Antics Are Keeping Spider-Man And S.H.I.E.L.D. Busy As They Tackle A Host Of Bad Guys.,Movie,Movie
80125627,Rustom,Dharmendra Suresh Desai,"Akshay Kumar, Ileana D'Cruz, Arjan Bajwa, Esha Gupta, Pavan Malhotra, Parmeet Sethi, Sachin Khedekar, Anang Desai, Kumud Mishra, Brijendra Kala, Usha Nadkarni, Kanwaljeet Singh",India,2017-01-06,2016,Tv-14,141 min,"Dramas, International Movies","A Decorated Naval Officer Kills His Wife'S Lover, Leading To A Sensational Trial And A National Obsession Over Passion Versus Premeditated Murder.",Movie,Movie
80148595,Back And Forth,José Eduardo Belmonte,"Ingrid Guimarães, Fábio Assunção, Alice Braga, Rosanne Mulholland, Caroline Abras, João Assunção",Brazil,2017-01-05,2016,Nr,95 min,"Comedies, Dramas, International Movies","When Their Car Breaks Down En Route To São Paulo, A Father And Son Accept A Ride From Four Beautiful Telemarketers Who Are Headed There On Holiday.",Movie,Movie
